Wood No	x	y	z	Site Code	Area Code	Grid E	Grid N	Same as	Context	Layer etc	Context notes	Sampled for ID	Ring Count	Taxa	Taxa notes	Growing in situ?	Wood type	Notes on wood type	Coppicing evidence	Coppicing notes	Tool marks	Tool marks on ends	Tool marks on other faces	Tool marks notes	Bark alone?	Damage	Damage notes	Bark / Sapwood / Heartwood	Preservation Code	Woodworking evidence	Woodwork type	Woodchip	WC Type	Woodworking notes	Split	Hewn	Trimmed	Beavered	Hole	Snapped	Torn	Split type	Charred	Lightly	Charring notes	Wear evidence	Wear notes	Function?	FunctionDesc	FunctionAssign	Function notes	Length (mm)	Max breadth	Min breadth	Max thickness	Min thickness	Diameter distorted	Long axis	Short axis	Dia (not distorted)	Original dia	Nature of association	Associated wood	Associated items	Entered by	Date entered
109140	502823.42119	480994.02722	23.29314	SC14	TR34	V	2		312	1	Other	Y				N	DEB		N		N				N	Modern	Ends degraded. Fragmented	H	3	Y	SP	0			1	0	0	0	0	0	0	Rad	Y	Heavily	One face	N		N				190	60		35		N								MB	160514
109141	502815.91323	480993.9162	23.20754	SC14	TR34	N	4		312	1	Other - Above detrital scatter in un-exc block - N end 50mm higher than S end	Y				N	TIMDEB		N		N				N	Modern	1 end broken	H	4	Y	SP	0		One end fades out	1	0	0	0	0	0	0	Tan	N			N		N				465	52		14		N					In small group with	109141, 109142, 109145, 109146		MB	160514
109142	502815.99286	480993.65527	23.22845	SC14	TR34	N	4		312	1	Other - Above detrital scatter in un-exc block	Y				N	TIMDEB		N		N				N	Modern	Ends broken. Fragmented	H	3	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		N				415	60		40		N					In small group with	109141, 109142, 109145, 109146		MB	160514
109143	502815.51882	480995.26994	23.3071	SC14	TR34	O	6		312	1	Other - Above detrital scatter in un-exc block	Y				N	TIMDEB		N		N				N	Modern	Ends degraded. Fragmented	SH	3	Y	SP	0			1	0	0	0	0	0	0	Rad 1/3	N			N		N				362	85		39		N								MB	160514
109144	502815.87453	480994.60755	23.29142	SC14	TR34	N	5		312	1	Other - Above detrital scatter	Y				N	TIMDEB		N		N				N	Modern	Ends broken. Fragmented	H	4	Y	SP PS	0		Parallel sided 'strap'. Chamfer along one edge c.4mm	1	0	0	0	0	0	0	Tan	N			N		Y	Woodworking debris			235	39	22	11	3	N								MB	160514
109145	502815.9745	480993.866	23.21617	SC14	TR34	N	4		312	1	Other - Above detrital scatter in un-exc block	N				N	DEB		N		N				N	Modern	Ends broken	H	3	Y	SP	1	Tan		1	0	0	0	0	0	0		N			N		N				62	35		11		N					In small group with	109141, 109142, 109145, 109146		MB	160514
109146	502816.13459	480993.60193	23.23846	SC14	TR34	N	4		312	1	Other - Above detrital scatter in un-exc block	Y				N	DEB		N		N				N	None		H	3	Y	SP	0			1	0	0	0	0	0	0	Tan	Y	Heavily	One end	N		N				179	63		20		N					In small group with	109141, 109142, 109145, 109146		MB	160514
109147	502808.64145	481004.02855	23.67293	SC14	TR34	K	16		310		Other	Y				Y	ROOT - BOLE		N		N				N	Modern	Top degraded where it passes through preservation horizon	BSH	2	N		0			0	0	0	0	0	0	0		N			N		Y	Tree bowl growing on slope on edge of lake			-					N					Near root clusters	109147, 109148, 109149		MB	160514
109148	502809.62345	481002.76505	23.5436	SC14	TR34	J	16		310		Other	Y				Y	ROOT - BOLE		N		N				N	Modern	Top degraded where it passes through preservation horizon	BSH	2	N		0			0	0	0	0	0	0	0		N			N		Y	Tree bowl growing on slope on edge of lake			-	300		200		N					Near root clusters	109147, 109148, 109149		MB	160514
109149	502807.3793	481005.34044	23.90736	SC14	TR34	I	18		310		Other	Y				Y	ROOT - BOLE		N		N				N	Modern	Top degraded where it passes through preservation horizon	BSH	2	N		0			0	0	0	0	0	0	0		N			N		Y	Tree bowl growing on slope on edge of lake			-	900		600		N					Near root clusters	109147, 109148, 109149		MB	160514
109150	502815.5137	480993.42923	23.24444	SC14	TR34	N	4		312	1	Other	Y				N	TIMDEB		N		N				N	Modern	Truncated to W by drain and S by sump	SH	4	Y	SP	0		Outer split. N end fades out. Split face down.	1	0	0	0	0	0	0	Tan	N			N		N				398	93		24		N								MB	150514
109151	502812.65848	481002.29941	23.45966	SC14	TR34				312	1	Other - Brushwood - South of western platform	Y				N	RW	brushwood	N		N				N	Modern	Ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				260					Y	13	9						MB	040614
109152	502812.29153	481002.2181	23.4378	SC14	TR34				312	1	Other - Brushwood - South of western platform	Y				N	RW	brushwood	N		N				N	Modern	Ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				290					Y	21	11						MB	040614
109153	502811.77254	481001.83834	23.38248	SC14	TR34				312	1	Other - Brushwood - South of western platform	Y				N	RW	brushwood	N		N				N	Modern	Ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				560					Y	18	11						MB	040614
109154	502811.59434	481001.89594	23.38221	SC14	TR34				312	1	Other - Brushwood - South of western platform	Y				N	RW	brushwood	N		N				N	Modern	Ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				1055					Y	21	10						MB	040614
109155	502810.76137	481001.78658	23.3421	SC14	TR34				312	1	Other - Brushwood - South of western platform	Y				N	RW	brushwood	N		N				N	Modern	Ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				550					Y	20	11						MB	040614
109156	502810.36745	481001.6571	23.37212	SC14	TR34				312	1	Other - Brushwood - South of western platform	Y				N	RW	brushwood	N		N				N	Modern	Ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				1010					Y	25	20						MB	040614
109157	502810.22277	481002.17038	23.38302	SC14	TR34				312	1	Other - Brushwood - South of western platform	Y				N	RW	brushwood	N		N				N	Modern	Ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				330					Y	35	16						MB	040614
109158	502809.64723	481002.05562	23.36748	SC14	TR34				312	1	Other - Brushwood - South of western platform	Y				N	RW	brushwood	N		N				N	Modern	Ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				670					Y	32	18						MB	040614
109159	502809.68192	481001.40574	23.32334	SC14	TR34				312	1	Other - Brushwood - South of western platform	Y				N	RW	brushwood	N		N				N	Modern	Ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				320					Y	29	20						MB	040614
109160	502809.61047	481000.94712	23.29016	SC14	TR34				312	1	Other - Brushwood - South of western platform	Y				N	RW	brushwood	N		N				N	Modern	Ends degraded	BSH	4	N		0			0	0	0	0	0	0	0		N			N		N				310					Y	21	9						MB	040614
109161	502814.27005	480999.48513	23.21396	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	TIMDEB		N		N				N	None		SH	3	Y	SP TO PS	0		Split face down. Split face appears torn	1	0	0	0	0	0	1	Tan outer	N			N		N				452	97		20		N								MT	040614
109162	502812.74019	481001.56939	23.39804	SC14	TR34	15	5		312		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		SH	3	Y	SP TO	0		Under surface roughly torn. Upper surface smoothly torn.	1	0	0	0	0	0	1	Tan	N			N		N				270	45		12		N								MT	040614
109164	502814.16776	480999.40512	23.19567	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		SH	4	Y	SP PS	0		Parallel sided	1	0	0	0	0	0	0	Tan	N			N		N				226	29		6		N								MT	040614
109165	502815.81269	480999.13805	23.19288	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	RW	Side branch	N		N				N	None		SH	3	N		0			0	0	0	0	0	0	0		N			N		N				160					Y	16	8						MT	040614
109166	502815.7702	480998.91403	23.18733	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	RW		N		N				N	None		BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				112					Y	17	8						MT	040614
109167	502815.92945	480999.5617	23.23504	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	TIMDEB	Quite slow grown	N		N				N	None		SH	3	Y	SP PS TR	0		Parallel sided. Radially trimmed. Rounded ends	1	0	1	0	0	0	0	Rad	N			N		N				310	37		16		N								MT	040614
109169	502814.85384	480999.123	23.17854	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	BARK		N		N				Y	None		B	4	N		0			0	0	0	0	0	0	0		N			N		N				80	55		8		N								MT	040614
109170	502814.90327	480999.16108	23.1864	SC14	TR34	15	5		319		Detrital Wood Scatter	N				N	BARK		N		N				Y	None		B	4	N		0			0	0	0	0	0	0	0		N			N		N				162	48		8		N								MT	040614
109171	502815.08869	480999.06711	23.18744	SC14	TR34				319		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		SH	3	Y	SP TO	0		Outer face is smooth, inner face looks rough and torn	1	0	0	0	0	0	1	Tan	N			N		N				70	32		10		N								MT	040614
109172	502816.31139	480999.37621	23.30522	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		SH	4	Y	SP PS TO	0		Parallel sided tangential tear. Smooth tear on both surfaces, slight chanfer on one endge. 1 end tapered and rounded	1	0	0	0	0	0	1	Tan	N			N		N				450	44		7		N								MT	040614
109173	502816.74285	480999.94515	23.26522	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		SH	4	Y	SP PS TO	0		Parallel sided. Underside torn	1	0	0	0	0	0	1	Tan	N			N		N				300	43		15		N								MT	040614
109174	502816.71827	480999.87676	23.26534	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	DEB		N		N				N	Modern	Broken and incomplete	SH	3	Y	SP PS	0		Parallel sided	1	0	0	0	0	0	0	Tan	N			N		N				145	60		7		N								MT	040614
109175	502816.00384	481000.11795	23.23061	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		SH	3	Y	SP TO	0		Torn or split. ?split face is rough and torn	1	0	0	0	0	0	1	Tan outer	N			N		N				140	60		32		N								MT	040614
109176	502814.4553	480999.13607	23.23467	SC14	TR34	15	5		317		Detrital Wood Scatter	Y				N	TIMDEB		N		N				N	None		SH	4	Y	SP PS	0		Parallel sided. Lenticular	1	0	0	0	0	0	0	Tan outer	N			N		N				438	98		18		N								MB	030614
109177	502814.242	480998.87662	23.25531	SC14	TR34	15	5		317		Detrital Wood Scatter	Y				N	RW		N		N				N	Modern	Ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				240					N			18					MB	030614
109178	502814.49465	480999.34043	23.23708	SC14	TR34	15	5		319		Detrital Wood Scatter	Y - CC	5-7	Salix/Populus (p)	AR DEB 1 5-7 yrs	N	RW		Y	Straight and even. Central pith. ?Sapling?	N				N	None		SH	4	N		0			0	0	0	0	0	0	0		N			N		N				1405					Y	52	32						MB	030614
109179	502814.45725	480999.3994	23.20449	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	RW		N		N				N	Modern	Ends degraded	BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				189					Y	18	16						MB	030614
109180	502814.05606	480999.36808	23.22749	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	RW		N		N				N	None		SH	3	N		0			0	0	0	0	0	0	0		N			N		N				208					Y	29	20						MB	030614
109181	502814.07663	480999.80227	23.24395	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	RW		N		N				N	Modern	Ends degraded	BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				96					Y	20	17						MB	030614
109182	502814.2505	480999.73063	23.25452	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	DEB		N		N				N	Modern	Ends degraded. Fragmented	H	3	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		Y	Possible splitting debris / streamer?			203	29		21		N								MB	030614
109183	502814.26314	480999.79268	23.25115	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		H	3	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		N				244	58		25		N								MB	030614
109184	502814.25378	480999.0657	23.26336	SC14	TR34	15	5		319		Detrital Wood Scatter	N				N	TIM		N		N				N	None		SH	4	Y	SP	0		Split face aligned with rings. Shamfer alog both inner edges where the split goes up the rings	1	0	0	0	0	0	0	Tan outer	N			N		N				728	90		15		N								MB	030614
109185	502815.63821	480999.17991	23.21703	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	DEB		N		N				N	Modern	Ends degraded	H	3	Y	SP PS	0		Parallel sided	1	0	0	0	0	0	0	Tan	N			N		N				190	33		18		N								MB	030614
109186	502815.50037	480999.106	23.2672	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	DEB		N		N				N	Modern	Ends degraded	H	2	Y	SP	0			1	0	0	0	0	0	0	Tan outer	N			N		N				90	55		15		N								MB	030614
109187	502815.34699	480999.22605	23.26311	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	TIMDEB		N		N				N	Modern	Ends degraded	H	3	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		N				180	42		21		N								MB	030614
109188	502815.18225	480999.32608	23.2442	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	RW		N		N				N	Modern	Ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				435					Y	22	12						MB	030614
109189	502815.0472	480998.97102	23.23913	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	TIMDEB		N		N				N	None		H	3	Y	SP	0		Lenticular	1	0	0	0	0	0	0	Tan	N			N		N				338	64		16		N								MB	030614
109190	502814.93446	480999.2203	23.28069	SC14	TR34	15	5		319		Detrital Wood Scatter	N				N	TIMDEB		N		N				N	None		H	4	Y	SP PS	0		Parallel sided	1	0	0	0	0	0	0	Tan	N			N		N				260	49		14		N								MB	030614
109191	502815.40255	480999.41564	23.26978	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	RW		N		N				N	Modern	Ends broken	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				130					Y	21	15						MB	030614
109192	502816.04783	481000.17699	23.29754	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	TIMDEB		N		N				N	Modern	Ends degraded	H	3	Y	SP	0		Triangular cross section	1	0	0	0	0	0	0	Tan	N			N		N				356	61		22		N								MB	030614
109193	502815.85545	480999.94471	23.27691	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	TIM		N		N				N	Modern	Ends degraded	H	3	Y	SP PS	0		Parallel sided	1	0	0	0	0	0	0	Tan	N			N		N				595	72		21		N								MB	030614
109194	502816.01376	481000.05449	23.27445	SC14	TR34	15	5		319		Detrital Wood Scatter	N				N	TIMDEB		N		N				N	None		H	4	Y	SP GS	0		Central longtitudinal ridge	1	0	0	0	0	0	0	Tan	N			N		N				398	64		16		N								MB	030614
109195	502815.77267	480999.95285	23.28917	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	TIM		N		N				N	Modern	Ends degraded	SH	3	Y	SP	0			1	0	0	0	0	0	0	Tan outer	N			N		N				650	122		15		N								MB	030614
109196	502815.6221	480999.72205	23.31091	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	TIMDEB		N		N				N	Modern	Ends degraded	H	3	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		N				323	54		13		N								MB	030614
109197	502815.39745	480999.43852	23.25472	SC14	TR34	15	5		319		Platform West - Plan 81	N				N	DEB		N		N				N	None		H	3	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		N				83	33		4		N								MB	030614
109198	#N/A	#N/A	#N/A	SC14	TR34	15	5		319		Detrital Wood Scatter	N				N	DEB		N		N				N	None		H	4	Y	SP TR?	1	U/K	1 end poss TR 1 dir	1	0	1	0	0	0	0		N			N		Y	WC / Splitting debris?			97	16		8		N								MB	030614
109199	#N/A	#N/A	#N/A	SC14	TR34				312		Detrital Wood Scatter	Y				N	TIM		N		N				N	Modern	Broken and incomplete	SH	3	Y	SP PS TO	0		Outside of tree with multiple knots. Inner surface smooth tear	1	0	0	0	0	0	1	Tan outer	N			N		N				2940	93		23		N								MT	
109200	502809.94689	481001.36244	23.31724	SC14	TR34				317		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		SH	4	Y	SP PS TO	0		Parallel sided. Chanfer along one edge. Rounded ends. Lower surface rough split or torn. Upper surface = smooth.	1	0	0	0	0	0	1	Tan	N			N		N				202	36		14		N								MT	
109317	502888.46968	481013.96916	25.90372	SC14	TR34				317		Detrital Wood Scatter	Y - C		Salix/Populus (p)	AR	N	DEB		N		N				N	None		SH	3	Y	SP	0			1	0	0	0	0	0	0	Tan?	N			N		Y	Splitting debris?			260	60		40		N								MT	
109351	502808.0285	481001.12239	23.28077	SC14	TR34				312	1	Other - Roundwood - South of Platfrom West	Y - C		Betula sp.	AR COP	N	RW		Y	Straight and even. No SB's. Central pith	N				N	Modern	Ends degraded	SH	3	N		0			0	0	0	0	0	0	0		N			N		N				2165					Y	39	18						MB	060614
109352	502808.81655	481000.19758	23.25212	SC14	TR34				312	1	Other - Roundwood - South of Platfrom West	Y				N	RW		N		N				N	Modern	Ends degraded / broken	SH	4	N		0			0	0	0	0	0	0	0		N			N		N				370					Y	20	10						MB	060614
109353	502808.30537	481000.58958	23.29598	SC14	TR34				312	1	Other - Roundwood - South of Platfrom West	Y				N	RW		N		N				N	Modern	Ends degraded / broken	SH	4	N		0			0	0	0	0	0	0	0		N			N		N				1050					Y	20	12						MB	060614
109354	502806.70576	480999.94278	23.39533	SC14	TR34				312	1	Other - Roundwood - South of Platfrom West	Y				N	RW		N		N				N	Modern	Ends degraded / broken	SH	4	N		0			0	0	0	0	0	0	0		N			N		N				280					Y	17	10						MB	060614
109355	502807.06558	481000.28141	23.36714	SC14	TR34				312	1	Other - Roundwood - South of Platfrom West	Y				N	RWDEB		N		N				N	Modern	Ends degraded / broken	SH	4	Y	SP	0		Split face down	1	0	0	0	0	0	0	Rad 1/2	N			N		N				300	29		11		N				29				MB	060614
109356	502810.45078	481000.92241	23.24617	SC14	TR34				312	1	Other - Roundwood - South of Platfrom West	Y				N	RW		N		N				N	Modern	Ends degraded / broken	SH	4	N		0			0	0	0	0	0	0	0		N			N		N				250					Y	16	15						MB	060614
109357	502810.64097	481001.57277	23.21533	SC14	TR34				312	1	Other - Roundwood - South of Platfrom West	Y				N	RW		N		N				N	Modern	Ends degraded / broken	SH	4	N		0			0	0	0	0	0	0	0		N			N		N				190					Y	21	17						MB	060614
109358	502807.41223	481000.0862	23.29874	SC14	TR34				312	1	Other - Roundwood - South of Platfrom West	Y				N	RW		N		N				N	Modern	Ends degraded / broken	SH	4	N		0			0	0	0	0	0	0	0		N			N		N				450					Y	21	12						MB	060614
109359	502810.74365	481001.30171	23.31375	SC14	TR34				312	1	Other - Roundwood - South of Platfrom West	Y				N	DEB		N		N				N	None		H	4	Y	SP	0		Ends of split fade out	1	0	0	0	0	0	0	Tan	N			N		N				142	26		9		N								MB	060614
109360	502815.62862	480998.90066	23.20771	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	TIMDEB		N		N				N	None		H	3	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		N				220	72		5		N								MB	050614
109361	502816.08792	480999.29907	23.22636	SC14	TR34	15	5		319		Detrital Wood Scatter	Y		Betula?	MT - visual	N	RW		N		N				N	None		BSH	3	Y	BE?	0		1 end possibly beavered	0	0	0	1	0	0	0		N			N		N				580					Y	70	45						MT	
109362	502816.13972	480999.81051	23.27966	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	TIMDEB		N		N				N	None		SH	4	Y	SP PS	0		Parallel sided	1	0	0	0	0	0	0	Tan outer	N			N		N				340	57		12		N								MT / MB	050614
109363	502816.37889	480999.15994	23.30475	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		H	3	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		N				145	37		16		N								MB	050614
109364	502816.08265	480998.94694	23.33188	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	RW		N		N				N	Modern	Ends degraded	BSH	3	N		0			0	0	0	0	0	0	0		N			N		N				280					Y	28	16						MT	050614
109365	502815.05597	480998.62933	23.29529	SC14	TR34	15	5		319		Detrital Wood Scatter	Y - CC	2-3	Salix/Populus (s)	AR COP 2-3 yrs	N	RW		Y	Long straight stem	N				N	None		BSH	3	Y	TR?	0		One end tapered. One end stepped and square? V. soft and compressed	0	0	1	0	0	0	0		N			N		N				650					Y	25	18						MT	050614
109366	502815.58511	480998.77396	23.23685	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		SH	3	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		N				280	80		15		N								MT	050614
109367	502816.13688	480999.37414	23.25665	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		H	3	Y	SP TR?	1	Tan	1 end tapered. 1 end squared	1	0	1	0	0	0	0		N			N		N				98	28		12		N								MT	050614
109368	502816.23461	480999.49353	23.29893	SC14	TR34	15	5		319		Detrital Wood Scatter	Y				N	TIM		N		N				N	None		SH	3	Y	SP	0		Tan near outside of tree. 1 end lenticular. 1 end squared and stepped	1	0	0	0	0	0	0	Tan	N			N		N				775	80		13		N								MT	050614
109369	502818.34744	480998.73916	23.26661	SC14	TR34	15	6		319		Detrital Wood Scatter	Y				N	RW		N		N				N	None		SH	3	N		0			0	0	0	0	0	0	0		N			N		N				240					Y	23	15						MT	050614
109370	502818.34787	480999.26656	23.251	SC14	TR34	15	6		319		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		H	2	Y	SP PS	0		Parallel sided	1	0	0	0	0	0	0	Tan	N			N		N				308	58		8		N								MT	050614
109371	502818.44108	480999.16073	23.25087	SC14	TR34	15	6		319		Detrital Wood Scatter	Y				N	RW		N		N				N	None		SH	3	N		0			0	0	0	0	0	0	0		N			N		N				105					Y	22	16						MT	050614
109372	502818.54392	480998.8727	23.23537	SC14	TR34	15	6		319		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		SH	3	Y	SP PS	0		Parallel sided	1	0	0	0	0	0	0	Rad	N			N		N				210	35		12		N								MT	050614
109373	502817.96128	480999.36029	23.26337	SC14	TR34	15	6		319		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		SH	3	Y	SP	0			1	0	0	0	0	0	0	Tan outer	N			N		N				435	90		12		N								MT	050614
109374	502818.00993	480999.15097	23.24085	SC14	TR34	15	6		319		Detrital Wood Scatter	Y				N	TIM		N		N				N	None		SH	3	Y	SP	0			1	0	0	0	0	0	0	Rad	N			N		N				600	40		15		N								MT	050614
109375	502818.16114	480998.57887	23.25871	SC14	TR34	15	6		319		Detrital Wood Scatter	Y				N	TIM		N		N				N	None		H	3	Y	SP	0		Near centre of tree	1	0	0	0	0	0	0	Tan	N			N		N				600	160		15		N								MT	050614
109376	502817.5412	480999.15973	23.25756	SC14	TR34	15	6		319		Detrital Wood Scatter	N				N	DEB		N		Y			Possible tool facet	N	None		SH	4	Y	SP	1	Tan		1	0	0	0	0	0	0		N			N		N				93	46		10		N								MT	050614
109377	502804.46375	481000.11192	23.58309	SC14	TR34	E	21		310		Other	Y				N	DEB		N		N				N	None		SH	3	N		0			0	0	0	0	0	0	0		Y	Heavily	One edge. Possible originally RW that's charred into debris	N		N				350	50		26		N								MT	050614
109378	502819.05567	480999.81697	23.26547	SC14	TR34	15	6		319		Detrital Wood Scatter	Y				N	RW		N		N				N	None		SH	3	N		0			0	0	0	0	0	0	0		N			N		N				113					Y	29	26						MT	050614
109379	502818.09612	480999.46257	23.23448	SC14	TR34	15	6		319		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		SH	3	Y	SP	0		Triangular cross section. One end fades out across the grain	1	0	0	0	0	0	0	Tan	N			N		N				122	30		11		N								MT	050614
109380	502818.25715	480999.57802	23.28006	SC14	TR34	15	6		319		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		SH	2	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		N				355	75		11		N								MT	050614
109381	502818.67616	480999.69827	23.26724	SC14	TR34	15	6		319		Detrital Wood Scatter	Y				N	TIM		N		N				N	None		H	2	Y	SP	0			1	0	0	0	0	0	0	Tan	N			N		N				520	80	50	12		N								MT	050614
109382	502817.54434	480999.24671	23.2477	SC14	TR34	15	6		319		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		SH	4	Y	SP PS	0		Parallel sided. One edge chamfered, one edge feathered	1	0	0	0	0	0	0	Tan	N			N		N				355	55		20		N								MT	050614
109383	502817.5629	480999.3291	23.26255	SC14	TR34	15	6		319		Detrital Wood Scatter	N				N	DEB		N		N				N	None		SH	4	Y	SP TR HE PS	0		Parallel sided. 1 face ?facetted, 1 end ?tool facet	1	1	1	0	0	0	0	Tan?	N			N		N				282	74		22		N								MT	050614
109384	502817.3848	480999.60474	23.27015	SC14	TR34	15	6		319		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		SH	3	Y	SP TR	0		Trimmed radially?	1	0	1	0	0	0	0	Tan	N			N		N				230	37		18		N								MT	050614
109385	502817.55389	480999.73043	23.23722	SC14	TR34	15	6		319		Detrital Wood Scatter	Y				N	RWDEB		N		N				N	None		S	3	Y	SP PS	0		Inner face aligned on rings	1	0	0	0	0	0	0	Tan outer	N			N		N				110	43		17		N								MT	050614
109386	502817.59071	480999.6409	23.25315	SC14	TR34	15	6		319		Detrital Wood Scatter	Y - C		Salix/Populus (p)	AR DEB 1	N	DEB		N		N				N	Modern	Broken	SH	4	Y	SP PS	0		Both split faces very smooth	1	0	0	0	0	0	0	Rad	N			N		N				290	47		8		N								MT	050614
109387	502817.66017	480999.91334	23.26531	SC14	TR34	15	6		319		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		SH	3	Y	SP PS GS	0		Parallel sided. Some evidence for longtitudinal step on one face - scar from previous Groove and split removal?	1	0	0	0	0	0	0	Tan	N			N		N				195	45		14		N					Attached to	109388		MT	050614
109388	502817.6336	480999.89953	23.26352	SC14	TR34	15	6		319		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		SH	3	Y	SP PS	0		Parallel sided. Split to remove a knot? Know protrudes on both faces. One edge shamfered. Underside rough and torn	1	0	0	0	0	0	0	Tan	N			N		N				340	105		32		N					Attached to	109387		MT	050614
109389	502817.55886	480999.15338	23.26248	SC14	TR34	15	6		319		Detrital Wood Scatter	N				N	DEB		N		N				N	None		SH	4	Y	SP PS	0		Parallel sided. One edge chamfered	1	0	0	0	0	0	0	Rad?	N			N		N				230	41		10		N								MT	050614
109390	502817.57472	480999.95005	23.25977	SC14	TR34	15	6		319		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		SH	3	Y	SP PS TO	0		Parallel sided. 1 end torn? 1 edge chamfered, 1 edge feathers out. Upper face smooth, lower face slightly rougher	1	0	0	0	0	0	1	Tan	N			N		N				350	62		17		N								MT	050614
109391	502817.0271	480999.65588	23.27383	SC14	TR34	15	6		319		Detrital Wood Scatter	Y				N	TIM		N		N				N	None		SH	4	Y	SP	0		Near outisde of tree	1	0	0	0	0	0	0	Tan	N			N		N				708	60		20		N								MT	050614
109392	502817.58287	480999.77727	23.26485	SC14	TR34	15	6		319		Detrital Wood Scatter	Y				N	DEB		N		N				N	None		SH	3	Y	SP TO	0		'Core' with part of outside of branch / long facets tearing etc?	1	0	0	0	0	0	1	Tan	N			N		N				220	35		16		N								MT	050614
109393	502817.35924	480999.91114	23.27799	SC14	TR34	15	6		319		Detrital Wood Scatter	Y				N	TIM		N		N				N	Modern	One end crushed	SH	3	Y	SP	0		Tangential through large knot. Both faces quite rough. I end rounded	1	0	0	0	0	0	0	Tan	N			N		N				600	90		30		N								MT	050614
